Time [s], Analyzer Name, Decoded Protocol Result
3.268413250000000,SPI,MOSI: 0x004
3.332397812500000,SPI,MOSI: 0x040
3.357372281250000,SPI,MOSI: 0x119
3.357451000000000,SPI,MOSI: 0x100
3.360636875000000,SPI,MOSI: 0x020
3.360732593750000,SPI,MOSI: 0x100
3.360827968750000,SPI,MOSI: 0x100
3.360923093750000,SPI,MOSI: 0x100
3.361018468750000,SPI,MOSI: 0x100
3.361113718750000,SPI,MOSI: 0x100
3.361208843750000,SPI,MOSI: 0x100
3.361304125000000,SPI,MOSI: 0x100
3.361399343750000,SPI,MOSI: 0x100
3.361494687500000,SPI,MOSI: 0x1C0
3.361590656250000,SPI,MOSI: 0x100
3.361685906250000,SPI,MOSI: 0x100
3.361781125000000,SPI,MOSI: 0x100
3.361876406250000,SPI,MOSI: 0x100
3.361971625000000,SPI,MOSI: 0x100
3.362066937500000,SPI,MOSI: 0x100
3.362162250000000,SPI,MOSI: 0x100
3.362257500000000,SPI,MOSI: 0x100
3.362352750000000,SPI,MOSI: 0x100
3.362448031250000,SPI,MOSI: 0x100
3.362543343750000,SPI,MOSI: 0x100
3.362638500000000,SPI,MOSI: 0x100
3.362733875000000,SPI,MOSI: 0x100
3.362829093750000,SPI,MOSI: 0x100
3.362924375000000,SPI,MOSI: 0x100
3.363019593750000,SPI,MOSI: 0x100
3.363114875000000,SPI,MOSI: 0x100
3.363210093750000,SPI,MOSI: 0x100
3.363305406250000,SPI,MOSI: 0x100
3.363400625000000,SPI,MOSI: 0x100
3.363495906250000,SPI,MOSI: 0x100
3.363591156250000,SPI,MOSI: 0x100
3.363686468750000,SPI,MOSI: 0x100
3.363785312500000,SPI,MOSI: 0x022
3.363881500000000,SPI,MOSI: 0x1A9
3.363978156250000,SPI,MOSI: 0x1A9
3.364074968750000,SPI,MOSI: 0x1A9
3.364171687500000,SPI,MOSI: 0x1A9
3.364268468750000,SPI,MOSI: 0x1A9
3.364365187500000,SPI,MOSI: 0x1A9
3.364461968750000,SPI,MOSI: 0x1A9
3.364558718750000,SPI,MOSI: 0x1A9
3.364655281250000,SPI,MOSI: 0x1A9
3.364752031250000,SPI,MOSI: 0x1A9
3.364848812500000,SPI,MOSI: 0x1A9
3.364945531250000,SPI,MOSI: 0x1A9
3.365042343750000,SPI,MOSI: 0x1A9
3.365139000000000,SPI,MOSI: 0x1A9
3.365235875000000,SPI,MOSI: 0x1A9
3.365332562500000,SPI,MOSI: 0x1A9
3.365429281250000,SPI,MOSI: 0x1A9
3.365526062500000,SPI,MOSI: 0x1A9
3.365622781250000,SPI,MOSI: 0x1A9
3.365719593750000,SPI,MOSI: 0x1A9
3.365816375000000,SPI,MOSI: 0x1A9
3.365913218750000,SPI,MOSI: 0x1A9
3.366010062500000,SPI,MOSI: 0x1A9
3.366106875000000,SPI,MOSI: 0x1A9
3.366203781250000,SPI,MOSI: 0x1A9
3.366300562500000,SPI,MOSI: 0x1A9
3.366397531250000,SPI,MOSI: 0x1A9
3.366494125000000,SPI,MOSI: 0x1A1
3.366590531250000,SPI,MOSI: 0x1A9
3.366687312500000,SPI,MOSI: 0x1A9
3.366784125000000,SPI,MOSI: 0x129
3.366880718750000,SPI,MOSI: 0x1A1
3.366977125000000,SPI,MOSI: 0x1A8
3.367073562500000,SPI,MOSI: 0x1A9
3.367170500000000,SPI,MOSI: 0x121
3.367266531250000,SPI,MOSI: 0x181
3.367362656250000,SPI,MOSI: 0x1A8
3.367459156250000,SPI,MOSI: 0x1A9
3.367555906250000,SPI,MOSI: 0x105
3.367652125000000,SPI,MOSI: 0x181
3.367748187500000,SPI,MOSI: 0x1A8
3.367844593750000,SPI,MOSI: 0x1A1
3.367941093750000,SPI,MOSI: 0x105
3.368037218750000,SPI,MOSI: 0x105
3.368133218750000,SPI,MOSI: 0x1A8
3.368229812500000,SPI,MOSI: 0x180
3.368325500000000,SPI,MOSI: 0x105
3.368421562500000,SPI,MOSI: 0x115
3.368518093750000,SPI,MOSI: 0x188
3.368614125000000,SPI,MOSI: 0x100
3.368709562500000,SPI,MOSI: 0x115
3.368805968750000,SPI,MOSI: 0x154
3.368902406250000,SPI,MOSI: 0x180
3.368998125000000,SPI,MOSI: 0x104
3.369093937500000,SPI,MOSI: 0x104
3.369189562500000,SPI,MOSI: 0x154
3.369286000000000,SPI,MOSI: 0x182
3.369382187500000,SPI,MOSI: 0x154
3.369478437500000,SPI,MOSI: 0x114
3.369574531250000,SPI,MOSI: 0x154
3.369670875000000,SPI,MOSI: 0x142
3.369766906250000,SPI,MOSI: 0x156
3.369863656250000,SPI,MOSI: 0x114
3.369959687500000,SPI,MOSI: 0x154
3.370056031250000,SPI,MOSI: 0x146
3.370152437500000,SPI,MOSI: 0x156
3.370249218750000,SPI,MOSI: 0x156
3.370345906250000,SPI,MOSI: 0x154
3.370442312500000,SPI,MOSI: 0x146
3.370538718750000,SPI,MOSI: 0x156
3.370635406250000,SPI,MOSI: 0x156
3.370732218750000,SPI,MOSI: 0x154
3.370828656250000,SPI,MOSI: 0x156
3.370925312500000,SPI,MOSI: 0x156
3.371022125000000,SPI,MOSI: 0x156
3.371118906250000,SPI,MOSI: 0x156
3.371215687500000,SPI,MOSI: 0x156
3.371312375000000,SPI,MOSI: 0x156
3.371409125000000,SPI,MOSI: 0x156
3.371505906250000,SPI,MOSI: 0x156
3.371602718750000,SPI,MOSI: 0x156
3.371699437500000,SPI,MOSI: 0x156
3.371796250000000,SPI,MOSI: 0x152
3.371892531250000,SPI,MOSI: 0x152
3.371989000000000,SPI,MOSI: 0x156
3.372085687500000,SPI,MOSI: 0x156
3.372182500000000,SPI,MOSI: 0x152
3.372278781250000,SPI,MOSI: 0x152
3.372375250000000,SPI,MOSI: 0x156
3.372472000000000,SPI,MOSI: 0x156
3.372568781250000,SPI,MOSI: 0x152
3.372665093750000,SPI,MOSI: 0x152
3.372761531250000,SPI,MOSI: 0x156
3.372858250000000,SPI,MOSI: 0x152
3.372954687500000,SPI,MOSI: 0x152
3.373050968750000,SPI,MOSI: 0x152
3.373147375000000,SPI,MOSI: 0x156
3.373244062500000,SPI,MOSI: 0x152
3.373340468750000,SPI,MOSI: 0x152
3.373437031250000,SPI,MOSI: 0x152
3.373533437500000,SPI,MOSI: 0x152
3.373629906250000,SPI,MOSI: 0x152
3.373726406250000,SPI,MOSI: 0x152
3.373822843750000,SPI,MOSI: 0x142
3.373918906250000,SPI,MOSI: 0x152
3.374015437500000,SPI,MOSI: 0x152
3.374111906250000,SPI,MOSI: 0x152
3.374208406250000,SPI,MOSI: 0x142
3.374304406250000,SPI,MOSI: 0x15A
3.374401343750000,SPI,MOSI: 0x14A
3.374497781250000,SPI,MOSI: 0x14A
3.374594281250000,SPI,MOSI: 0x14A
3.374690718750000,SPI,MOSI: 0x16A
3.374787562500000,SPI,MOSI: 0x16A
3.374884437500000,SPI,MOSI: 0x16A
3.374981250000000,SPI,MOSI: 0x16A
3.375078093750000,SPI,MOSI: 0x16A
3.375174906250000,SPI,MOSI: 0x16A
3.375271718750000,SPI,MOSI: 0x16A
3.375368375000000,SPI,MOSI: 0x16A
3.375465187500000,SPI,MOSI: 0x100
3.375560375000000,SPI,MOSI: 0x100
3.375655656250000,SPI,MOSI: 0x100
3.375750937500000,SPI,MOSI: 0x100
3.375846375000000,SPI,MOSI: 0x1FF
3.375944625000000,SPI,MOSI: 0x1FF
3.376043062500000,SPI,MOSI: 0x1FF
3.376141312500000,SPI,MOSI: 0x1FF
3.376239718750000,SPI,MOSI: 0x100
3.376335031250000,SPI,MOSI: 0x100
3.376430375000000,SPI,MOSI: 0x100
3.376525812500000,SPI,MOSI: 0x100
3.376621062500000,SPI,MOSI: 0x100
3.376716375000000,SPI,MOSI: 0x100
3.376811625000000,SPI,MOSI: 0x100
3.376906937500000,SPI,MOSI: 0x100
3.377002031250000,SPI,MOSI: 0x100
3.377097406250000,SPI,MOSI: 0x100
3.377192656250000,SPI,MOSI: 0x100
3.377287812500000,SPI,MOSI: 0x100
3.377383156250000,SPI,MOSI: 0x100
3.377478343750000,SPI,MOSI: 0x100
3.377573656250000,SPI,MOSI: 0x100
3.377668843750000,SPI,MOSI: 0x100
3.377764062500000,SPI,MOSI: 0x100
3.377859375000000,SPI,MOSI: 0x100
3.377954531250000,SPI,MOSI: 0x100
3.378049781250000,SPI,MOSI: 0x100
3.378145031250000,SPI,MOSI: 0x100
3.378240312500000,SPI,MOSI: 0x100
3.378335687500000,SPI,MOSI: 0x100
3.378431093750000,SPI,MOSI: 0x100
3.378526343750000,SPI,MOSI: 0x100
3.378621781250000,SPI,MOSI: 0x100
3.378717093750000,SPI,MOSI: 0x100
3.378812406250000,SPI,MOSI: 0x100
3.378907781250000,SPI,MOSI: 0x100
3.379003062500000,SPI,MOSI: 0x100
3.379098437500000,SPI,MOSI: 0x100
3.379193750000000,SPI,MOSI: 0x100
3.379289187500000,SPI,MOSI: 0x100
3.379384500000000,SPI,MOSI: 0x100
3.379479781250000,SPI,MOSI: 0x100
3.379575218750000,SPI,MOSI: 0x100
3.379670531250000,SPI,MOSI: 0x100
3.379765968750000,SPI,MOSI: 0x100
3.379861250000000,SPI,MOSI: 0x100
3.379956562500000,SPI,MOSI: 0x100
3.380052000000000,SPI,MOSI: 0x100
3.380147312500000,SPI,MOSI: 0x100
3.380242687500000,SPI,MOSI: 0x100
3.380338062500000,SPI,MOSI: 0x100
3.380433375000000,SPI,MOSI: 0x100
3.380528812500000,SPI,MOSI: 0x100
3.380624000000000,SPI,MOSI: 0x100
3.380719312500000,SPI,MOSI: 0x100
3.380814531250000,SPI,MOSI: 0x100
3.380909812500000,SPI,MOSI: 0x100
3.381005031250000,SPI,MOSI: 0x100
3.381100250000000,SPI,MOSI: 0x100
3.381195531250000,SPI,MOSI: 0x100
3.381290843750000,SPI,MOSI: 0x100
3.381386281250000,SPI,MOSI: 0x100
3.381481593750000,SPI,MOSI: 0x100
3.381576937500000,SPI,MOSI: 0x100
3.381672312500000,SPI,MOSI: 0x100
3.381767593750000,SPI,MOSI: 0x100
3.381862937500000,SPI,MOSI: 0x100
3.381958250000000,SPI,MOSI: 0x100
3.382053187500000,SPI,MOSI: 0x100
3.382148468750000,SPI,MOSI: 0x100
3.382243843750000,SPI,MOSI: 0x100
3.382339187500000,SPI,MOSI: 0x100
3.382434531250000,SPI,MOSI: 0x100
3.382529875000000,SPI,MOSI: 0x100
3.382625218750000,SPI,MOSI: 0x100
3.382720625000000,SPI,MOSI: 0x100
3.382815906250000,SPI,MOSI: 0x100
3.382911312500000,SPI,MOSI: 0x100
3.383006593750000,SPI,MOSI: 0x100
3.383102000000000,SPI,MOSI: 0x100
3.383197343750000,SPI,MOSI: 0x100
3.383292718750000,SPI,MOSI: 0x100
3.383388062500000,SPI,MOSI: 0x100
3.383483406250000,SPI,MOSI: 0x100
3.383578718750000,SPI,MOSI: 0x100
3.383674156250000,SPI,MOSI: 0x100
3.383769437500000,SPI,MOSI: 0x100
3.383864875000000,SPI,MOSI: 0x100
3.383960000000000,SPI,MOSI: 0x100
3.384055250000000,SPI,MOSI: 0x100
3.384150468750000,SPI,MOSI: 0x100
3.384245656250000,SPI,MOSI: 0x100
3.384340937500000,SPI,MOSI: 0x100
3.384436156250000,SPI,MOSI: 0x100
3.384531437500000,SPI,MOSI: 0x100
3.384626625000000,SPI,MOSI: 0x100
3.384721906250000,SPI,MOSI: 0x100
3.384817281250000,SPI,MOSI: 0x100
3.384912656250000,SPI,MOSI: 0x100
3.385007968750000,SPI,MOSI: 0x100
3.385103343750000,SPI,MOSI: 0x100
3.385198656250000,SPI,MOSI: 0x100
3.385294062500000,SPI,MOSI: 0x100
3.385389343750000,SPI,MOSI: 0x100
3.385484718750000,SPI,MOSI: 0x100
3.385580000000000,SPI,MOSI: 0x100
3.385675437500000,SPI,MOSI: 0x100
3.385770718750000,SPI,MOSI: 0x100
3.385866093750000,SPI,MOSI: 0x100
3.385961500000000,SPI,MOSI: 0x100
3.386056781250000,SPI,MOSI: 0x100
3.386152093750000,SPI,MOSI: 0x100
3.386247500000000,SPI,MOSI: 0x100
3.386342781250000,SPI,MOSI: 0x100
3.386438218750000,SPI,MOSI: 0x100
3.386533500000000,SPI,MOSI: 0x100
3.386628937500000,SPI,MOSI: 0x100
3.386724281250000,SPI,MOSI: 0x100
3.386819593750000,SPI,MOSI: 0x100
3.386914906250000,SPI,MOSI: 0x100
3.387010343750000,SPI,MOSI: 0x100
3.387105625000000,SPI,MOSI: 0x100
3.387200937500000,SPI,MOSI: 0x100
3.387296250000000,SPI,MOSI: 0x100
3.387391625000000,SPI,MOSI: 0x100
3.387486937500000,SPI,MOSI: 0x100
3.387582375000000,SPI,MOSI: 0x100
3.387677687500000,SPI,MOSI: 0x100
3.387773093750000,SPI,MOSI: 0x100
3.387868437500000,SPI,MOSI: 0x100
3.387963718750000,SPI,MOSI: 0x100
3.388059156250000,SPI,MOSI: 0x100
3.388154437500000,SPI,MOSI: 0x100
3.388249718750000,SPI,MOSI: 0x100
3.388345156250000,SPI,MOSI: 0x100
3.388440500000000,SPI,MOSI: 0x100
3.388535781250000,SPI,MOSI: 0x100
3.388631218750000,SPI,MOSI: 0x100
3.388726500000000,SPI,MOSI: 0x100
3.388821781250000,SPI,MOSI: 0x100
3.388917218750000,SPI,MOSI: 0x100
3.389012531250000,SPI,MOSI: 0x100
3.389107937500000,SPI,MOSI: 0x100
3.389203281250000,SPI,MOSI: 0x100
3.389298531250000,SPI,MOSI: 0x100
3.389393968750000,SPI,MOSI: 0x100
3.389489281250000,SPI,MOSI: 0x100
3.389584625000000,SPI,MOSI: 0x100
3.389679968750000,SPI,MOSI: 0x100
3.389775281250000,SPI,MOSI: 0x100
3.389870718750000,SPI,MOSI: 0x100
3.389966000000000,SPI,MOSI: 0x100
3.390061312500000,SPI,MOSI: 0x100
3.390156781250000,SPI,MOSI: 0x100
3.390252031250000,SPI,MOSI: 0x100
3.390347468750000,SPI,MOSI: 0x100
